"DXXPT82Y.Code.or.Value","DXXPT82Y.Value.Description","DXXPT82Y.Count","DXXPT82Y.Cumulative","DXXPT82Y.Skip.to.Item"
"79.9 to 265","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
