"DXXPT45X.Code.or.Value","DXXPT45X.Value.Description","DXXPT45X.Count","DXXPT45X.Cumulative","DXXPT45X.Skip.to.Item"
"64.6 to 618","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
