"AUXRR242.Code.or.Value","AUXRR242.Value.Description","AUXRR242.Count","AUXRR242.Cumulative","AUXRR242.Skip.to.Item"
"-9 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
