"DXXPT9Y.Code.or.Value","DXXPT9Y.Value.Description","DXXPT9Y.Count","DXXPT9Y.Cumulative","DXXPT9Y.Skip.to.Item"
"113.8 to 304.9","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
