"DXXPT37Y.Code.or.Value","DXXPT37Y.Value.Description","DXXPT37Y.Count","DXXPT37Y.Cumulative","DXXPT37Y.Skip.to.Item"
"106.4 to 329.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
