"AUXRR167.Code.or.Value","AUXRR167.Value.Description","AUXRR167.Count","AUXRR167.Cumulative","AUXRR167.Skip.to.Item"
"-3 to 68","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
