"DXXPT21X.Code.or.Value","DXXPT21X.Value.Description","DXXPT21X.Count","DXXPT21X.Cumulative","DXXPT21X.Skip.to.Item"
"41.1 to 545.9","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
