"DXXPT48Y.Code.or.Value","DXXPT48Y.Value.Description","DXXPT48Y.Count","DXXPT48Y.Cumulative","DXXPT48Y.Skip.to.Item"
"78.7 to 272.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
