"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"388.7 to 1034.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
