"WTSPH34.Code.or.Value","WTSPH34.Value.Description","WTSPH34.Count","WTSPH34.Cumulative","WTSPH34.Skip.to.Item"
"0.0000000 to 784645.2146500","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
