"DXXPT0Y.Code.or.Value","DXXPT0Y.Value.Description","DXXPT0Y.Count","DXXPT0Y.Cumulative","DXXPT0Y.Skip.to.Item"
"63.4 to 248.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
