"DXXPT70Y.Code.or.Value","DXXPT70Y.Value.Description","DXXPT70Y.Count","DXXPT70Y.Cumulative","DXXPT70Y.Skip.to.Item"
"95.5 to 345.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
