"DXXPT41Y.Code.or.Value","DXXPT41Y.Value.Description","DXXPT41Y.Count","DXXPT41Y.Cumulative","DXXPT41Y.Skip.to.Item"
"162.4 to 395.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
