"CBQ830.Code.or.Value","CBQ830.Value.Description","CBQ830.Count","CBQ830.Cumulative","CBQ830.Skip.to.Item"
"1","Yes",686,686,""
"2","No",979,1665,"CBQ845"
"7","Refused",0,1665,""
"9","Don't know",0,1665,""
".","Missing",380,2045,""
