"DXXPT31Y.Code.or.Value","DXXPT31Y.Value.Description","DXXPT31Y.Count","DXXPT31Y.Cumulative","DXXPT31Y.Skip.to.Item"
"108.8 to 285.4","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
