"AUXRR253.Code.or.Value","AUXRR253.Value.Description","AUXRR253.Count","AUXRR253.Cumulative","AUXRR253.Skip.to.Item"
"-30 to 63","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
