"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"58.6 to 248","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
