"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"86.2 to 335.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
