"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"114.9 to 359.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
