"SMQ680.Code.or.Value","SMQ680.Value.Description","SMQ680.Count","SMQ680.Cumulative","SMQ680.Skip.to.Item"
"1","Yes",1488,1488,""
"2","No",5040,6528,"SMAQUEX"
"7","Refused",0,6528,"SMAQUEX"
"9","Don't know",0,6528,"SMAQUEX"
".","Missing",841,7369,""
