"DXXPT94Y.Code.or.Value","DXXPT94Y.Value.Description","DXXPT94Y.Count","DXXPT94Y.Cumulative","DXXPT94Y.Skip.to.Item"
"103.8 to 292.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
