"TYXP185.Code.or.Value","TYXP185.Value.Description","TYXP185.Count","TYXP185.Cumulative","TYXP185.Skip.to.Item"
"-299 to 7","Range of Values",1808,1808,NA
".","Missing",6661,8469,NA
