"DXXPT39Y.Code.or.Value","DXXPT39Y.Value.Description","DXXPT39Y.Count","DXXPT39Y.Cumulative","DXXPT39Y.Skip.to.Item"
"109 to 284.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
