"CBQ930.Code.or.Value","CBQ930.Value.Description","CBQ930.Count","CBQ930.Cumulative","CBQ930.Skip.to.Item"
"1","Always",203,203,NA
"2","Most of the time",410,613,NA
"3","Sometimes",593,1206,NA
"4","Rarely",260,1466,NA
"5","Never",197,1663,NA
"6","Never seen",0,1663,NA
"7","Refused",0,1663,NA
"9","Don't know",1,1664,NA
".","Missing",381,2045,NA
