"DXXPT13X.Code.or.Value","DXXPT13X.Value.Description","DXXPT13X.Count","DXXPT13X.Cumulative","DXXPT13X.Skip.to.Item"
"488 to 1068.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
