"DXXPT77Y.Code.or.Value","DXXPT77Y.Value.Description","DXXPT77Y.Count","DXXPT77Y.Cumulative","DXXPT77Y.Skip.to.Item"
"136.1 to 373.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
