"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"133.4 to 364.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
