"DXXPT5Y.Code.or.Value","DXXPT5Y.Value.Description","DXXPT5Y.Count","DXXPT5Y.Cumulative","DXXPT5Y.Skip.to.Item"
"60.8 to 245.7","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
