"DXXPT81X.Code.or.Value","DXXPT81X.Value.Description","DXXPT81X.Count","DXXPT81X.Cumulative","DXXPT81X.Skip.to.Item"
"50.9 to 700.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
