"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"97.8 to 277.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
