"DXXPT70Y.Code.or.Value","DXXPT70Y.Value.Description","DXXPT70Y.Count","DXXPT70Y.Cumulative","DXXPT70Y.Skip.to.Item"
"72.9 to 253.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
