"DXXPT90Y.Code.or.Value","DXXPT90Y.Value.Description","DXXPT90Y.Count","DXXPT90Y.Cumulative","DXXPT90Y.Skip.to.Item"
"79.8 to 271.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
