"DXXPT94Y.Code.or.Value","DXXPT94Y.Value.Description","DXXPT94Y.Count","DXXPT94Y.Cumulative","DXXPT94Y.Skip.to.Item"
"155.7 to 386","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
