"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"87.7 to 275.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
