"SMQ770.Code.or.Value","SMQ770.Value.Description","SMQ770.Count","SMQ770.Cumulative","SMQ770.Skip.to.Item"
"1 to 5","Range of Values",115,115,NA
"7","Refused",0,115,NA
"9","Don't know",0,115,NA
".","Missing",6802,6917,NA
