"DXXPT8X.Code.or.Value","DXXPT8X.Value.Description","DXXPT8X.Count","DXXPT8X.Cumulative","DXXPT8X.Skip.to.Item"
"-44.8 to 424.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
