"AUXRR170.Code.or.Value","AUXRR170.Value.Description","AUXRR170.Count","AUXRR170.Cumulative","AUXRR170.Skip.to.Item"
"-12 to 38","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
