"DXXPT60X.Code.or.Value","DXXPT60X.Value.Description","DXXPT60X.Count","DXXPT60X.Cumulative","DXXPT60X.Skip.to.Item"
"586.5 to 1164.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
