"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"30.7 to 490.1","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
