"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"42.2 to 222.6","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
