"DXXPT73X.Code.or.Value","DXXPT73X.Value.Description","DXXPT73X.Count","DXXPT73X.Cumulative","DXXPT73X.Skip.to.Item"
"398 to 997.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
