"AUXRR211.Code.or.Value","AUXRR211.Value.Description","AUXRR211.Count","AUXRR211.Cumulative","AUXRR211.Skip.to.Item"
"-22 to 68","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
