"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"77.8 to 627.6","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
