"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"143 to 378.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
