"DXXPT85Y.Code.or.Value","DXXPT85Y.Value.Description","DXXPT85Y.Count","DXXPT85Y.Cumulative","DXXPT85Y.Skip.to.Item"
"62.9 to 280.6","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
