"DXXPT25Y.Code.or.Value","DXXPT25Y.Value.Description","DXXPT25Y.Count","DXXPT25Y.Cumulative","DXXPT25Y.Skip.to.Item"
"147.6 to 377.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
