"AUXLR121.Code.or.Value","AUXLR121.Value.Description","AUXLR121.Count","AUXLR121.Cumulative","AUXLR121.Skip.to.Item"
"-62 to 50","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
