"DXXPT50X.Code.or.Value","DXXPT50X.Value.Description","DXXPT50X.Count","DXXPT50X.Cumulative","DXXPT50X.Skip.to.Item"
"555.3 to 1137.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
