"AUXLR162.Code.or.Value","AUXLR162.Value.Description","AUXLR162.Count","AUXLR162.Cumulative","AUXLR162.Skip.to.Item"
"-6 to 41","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
