"DXXPT81X.Code.or.Value","DXXPT81X.Value.Description","DXXPT81X.Count","DXXPT81X.Cumulative","DXXPT81X.Skip.to.Item"
"390.7 to 994.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
