"DXXPT65Y.Code.or.Value","DXXPT65Y.Value.Description","DXXPT65Y.Count","DXXPT65Y.Cumulative","DXXPT65Y.Skip.to.Item"
"47.2 to 233.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
